"Time","Sensor_No","Analog_Read","Voltage_mV","Temperature_degC"
"7.6.2023 8:41:51",4,203,609,10.9
"7.6.2023 8:41:57",1,203,609,10.9
"7.6.2023 8:41:57",2,202,606,10.6
"7.6.2023 8:41:57",3,202,606,10.6
"7.6.2023 8:41:57",4,204,612,11.2
"7.6.2023 8:42:3",1,201,603,10.3
"7.6.2023 8:42:3",2,200,600,10
"7.6.2023 8:42:3",3,204,612,11.2
"7.6.2023 8:42:3",4,201,603,10.3
"7.6.2023 8:42:9",1,203,609,10.9
"7.6.2023 8:42:9",2,199,597,9.7
"7.6.2023 8:42:9",3,203,609,10.9
"7.6.2023 8:42:9",4,202,606,10.6
"7.6.2023 8:42:15",1,203,609,10.9
"7.6.2023 8:42:15",2,202,606,10.6
"7.6.2023 8:42:15",3,205,615,11.5
"7.6.2023 8:42:15",4,202,606,10.6
"7.6.2023 8:42:21",1,204,612,11.2
"7.6.2023 8:42:21",2,202,606,10.6
"7.6.2023 8:42:21",3,205,615,11.5
"7.6.2023 8:42:21",4,202,606,10.6
"7.6.2023 8:42:27",1,203,609,10.9
"7.6.2023 8:42:27",2,202,606,10.6
"7.6.2023 8:42:27",3,204,612,11.2
"7.6.2023 8:42:27",4,203,609,10.9
"7.6.2023 8:42:33",1,203,609,10.9
"7.6.2023 8:42:33",2,200,600,10
"7.6.2023 8:42:33",3,205,615,11.5
"7.6.2023 8:42:33",4,202,606,10.6
"7.6.2023 8:42:39",1,205,615,11.5
"7.6.2023 8:42:39",2,200,600,10
"7.6.2023 8:42:39",3,203,609,10.9
"7.6.2023 8:42:39",4,202,606,10.6
"7.6.2023 8:42:45",1,205,615,11.5
"7.6.2023 8:42:45",2,201,603,10.3
"7.6.2023 8:42:45",3,204,612,11.2
"7.6.2023 8:42:45",4,203,609,10.9
"7.6.2023 8:42:51",1,203,609,10.9
"7.6.2023 8:42:51",2,201,603,10.3
"7.6.2023 8:42:51",3,204,612,11.2
"7.6.2023 8:42:51",4,202,606,10.6
"7.6.2023 8:42:57",1,203,609,10.9
"7.6.2023 8:42:57",2,201,603,10.3
"7.6.2023 8:42:57",3,203,609,10.9
"7.6.2023 8:42:57",4,202,606,10.6
"7.6.2023 8:43:3",1,203,609,10.9
"7.6.2023 8:43:3",2,202,606,10.6
"7.6.2023 8:43:3",3,204,612,11.2
"7.6.2023 8:43:3",4,203,609,10.9
"7.6.2023 8:43:9",1,202,606,10.6
"7.6.2023 8:43:9",2,202,606,10.6
"7.6.2023 8:43:9",3,204,612,11.2
"7.6.2023 8:43:9",4,202,606,10.6
"7.6.2023 8:43:15",1,203,609,10.9
"7.6.2023 8:43:15",2,202,606,10.6
"7.6.2023 8:43:15",3,204,612,11.2
"7.6.2023 8:43:15",4,203,609,10.9
"7.6.2023 8:43:21",1,203,609,10.9
"7.6.2023 8:43:21",2,202,606,10.6
"7.6.2023 8:43:21",3,204,612,11.2
"7.6.2023 8:43:21",4,203,609,10.9
"7.6.2023 8:43:27",1,204,612,11.2
"7.6.2023 8:43:27",2,201,603,10.3
"7.6.2023 8:43:27",3,205,615,11.5
"7.6.2023 8:43:27",4,203,609,10.9
"7.6.2023 8:43:33",1,203,609,10.9
"7.6.2023 8:43:33",2,201,603,10.3
"7.6.2023 8:43:33",3,205,615,11.5
"7.6.2023 8:43:33",4,203,609,10.9
"7.6.2023 8:43:39",1,204,612,11.2
"7.6.2023 8:43:39",2,199,597,9.7
"7.6.2023 8:43:39",3,204,612,11.2
"7.6.2023 8:43:39",4,202,606,10.6
"7.6.2023 8:43:45",1,204,612,11.2
"7.6.2023 8:43:45",2,201,603,10.3
"7.6.2023 8:43:45",3,203,609,10.9
"7.6.2023 8:43:45",4,203,609,10.9
"7.6.2023 8:43:51",1,203,609,10.9
"7.6.2023 8:43:51",2,200,600,10
"7.6.2023 8:43:51",3,204,612,11.2
"7.6.2023 8:43:51",4,203,609,10.9
"7.6.2023 8:43:57",1,204,612,11.2
"7.6.2023 8:43:57",2,201,603,10.3
"7.6.2023 8:43:57",3,204,612,11.2
"7.6.2023 8:43:57",4,203,609,10.9
"7.6.2023 8:44:3",1,201,603,10.3
"7.6.2023 8:44:3",2,202,606,10.6
"7.6.2023 8:44:3",3,204,612,11.2
"7.6.2023 8:44:3",4,203,609,10.9
"7.6.2023 8:44:9",1,205,615,11.5
"7.6.2023 8:44:9",2,201,603,10.3
"7.6.2023 8:44:9",3,204,612,11.2
"7.6.2023 8:44:9",4,207,621,12.1
"7.6.2023 8:44:15",1,204,612,11.2
"7.6.2023 8:44:15",2,201,603,10.3
"7.6.2023 8:44:15",3,203,609,10.9
"7.6.2023 8:44:15",4,203,609,10.9
"7.6.2023 8:44:21",1,203,609,10.9
"7.6.2023 8:44:21",2,201,603,10.3
"7.6.2023 8:44:21",3,205,615,11.5
"7.6.2023 8:44:21",4,203,609,10.9
"7.6.2023 8:44:27",1,203,609,10.9
"7.6.2023 8:44:27",2,201,603,10.3
"7.6.2023 8:44:27",3,205,615,11.5
"7.6.2023 8:44:27",4,202,606,10.6
"7.6.2023 8:44:33",1,202,606,10.6
"7.6.2023 8:44:33",2,200,600,10
"7.6.2023 8:44:33",3,204,612,11.2
"7.6.2023 8:44:33",4,202,606,10.6
"7.6.2023 8:44:39",1,206,618,11.8
"7.6.2023 8:44:39",2,200,600,10
"7.6.2023 8:44:39",3,204,612,11.2
"7.6.2023 8:44:39",4,202,606,10.6
"7.6.2023 8:44:45",1,204,612,11.2
"7.6.2023 8:44:45",2,200,600,10
"7.6.2023 8:44:45",3,206,618,11.8
"7.6.2023 8:44:45",4,202,606,10.6
"7.6.2023 8:44:51",1,205,615,11.5
"7.6.2023 8:44:51",2,199,597,9.7
"7.6.2023 8:44:51",3,204,612,11.2
"7.6.2023 8:44:51",4,203,609,10.9
"7.6.2023 8:44:57",1,206,618,11.8
"7.6.2023 8:44:57",2,204,612,11.2
"7.6.2023 8:44:57",3,205,615,11.5
"7.6.2023 8:44:57",4,203,609,10.9
"7.6.2023 8:45:3",1,206,618,11.8
"7.6.2023 8:45:3",2,202,606,10.6
"7.6.2023 8:45:3",3,204,612,11.2
"7.6.2023 8:45:3",4,204,612,11.2
"7.6.2023 8:45:9",1,207,621,12.1
"7.6.2023 8:45:9",2,205,615,11.5
"7.6.2023 8:45:9",3,204,612,11.2
"7.6.2023 8:45:9",4,204,612,11.2
"7.6.2023 8:45:15",1,208,624,12.4
"7.6.2023 8:45:15",2,201,603,10.3
"7.6.2023 8:45:15",3,205,615,11.5
"7.6.2023 8:45:15",4,203,609,10.9
"7.6.2023 8:45:21",1,208,624,12.4
"7.6.2023 8:45:21",2,201,603,10.3
"7.6.2023 8:45:21",3,204,612,11.2
"7.6.2023 8:45:21",4,203,609,10.9
"7.6.2023 8:45:27",1,208,624,12.4
"7.6.2023 8:45:27",2,201,603,10.3
"7.6.2023 8:45:27",3,204,612,11.2
"7.6.2023 8:45:27",4,204,612,11.2
"7.6.2023 8:45:33",1,208,624,12.4
"7.6.2023 8:45:33",2,202,606,10.6
"7.6.2023 8:45:33",3,206,618,11.8
"7.6.2023 8:45:33",4,203,609,10.9
"7.6.2023 8:45:39",1,208,624,12.4
"7.6.2023 8:45:39",2,201,603,10.3
"7.6.2023 8:45:39",3,205,615,11.5
"7.6.2023 8:45:39",4,203,609,10.9
"7.6.2023 8:45:45",1,208,624,12.4
"7.6.2023 8:45:45",2,201,603,10.3
"7.6.2023 8:45:45",3,204,612,11.2
"7.6.2023 8:45:45",4,204,612,11.2
"7.6.2023 8:45:51",1,207,621,12.1
"7.6.2023 8:45:51",2,202,606,10.6
"7.6.2023 8:45:51",3,203,609,10.9
"7.6.2023 8:45:51",4,203,609,10.9
"7.6.2023 8:45:57",1,210,630,13
"7.6.2023 8:45:57",2,201,603,10.3
"7.6.2023 8:45:57",3,204,612,11.2
"7.6.2023 8:45:57",4,203,609,10.9
"7.6.2023 8:46:3",1,208,624,12.4
"7.6.2023 8:46:3",2,201,603,10.3
"7.6.2023 8:46:3",3,204,612,11.2
"7.6.2023 8:46:3",4,203,609,10.9
"7.6.2023 8:46:9",1,202,606,10.6
"7.6.2023 8:46:9",2,201,603,10.3
"7.6.2023 8:46:9",3,204,612,11.2
"7.6.2023 8:46:9",4,204,612,11.2
"7.6.2023 8:46:15",1,208,624,12.4
"7.6.2023 8:46:15",2,201,603,10.3
"7.6.2023 8:46:15",3,205,615,11.5
"7.6.2023 8:46:15",4,204,612,11.2
"7.6.2023 8:46:21",1,209,627,12.7
"7.6.2023 8:46:21",2,201,603,10.3
"7.6.2023 8:46:21",3,205,615,11.5
"7.6.2023 8:46:21",4,203,609,10.9
"7.6.2023 8:46:27",1,210,630,13
"7.6.2023 8:46:27",2,201,603,10.3
"7.6.2023 8:46:27",3,206,618,11.8
"7.6.2023 8:46:27",4,203,609,10.9
"7.6.2023 8:46:33",1,206,618,11.8
"7.6.2023 8:46:33",2,202,606,10.6
"7.6.2023 8:46:33",3,205,615,11.5
"7.6.2023 8:46:33",4,201,603,10.3
"7.6.2023 8:46:39",1,209,627,12.7
"7.6.2023 8:46:39",2,200,600,10
"7.6.2023 8:46:39",3,205,615,11.5
"7.6.2023 8:46:39",4,203,609,10.9
"7.6.2023 8:46:45",1,209,627,12.7
"7.6.2023 8:46:45",2,203,609,10.9
"7.6.2023 8:46:45",3,206,618,11.8
"7.6.2023 8:46:45",4,203,609,10.9
"7.6.2023 8:46:51",1,212,636,13.6
"7.6.2023 8:46:51",2,201,603,10.3
"7.6.2023 8:46:51",3,206,618,11.8
"7.6.2023 8:46:51",4,200,600,10
"7.6.2023 8:46:57",1,210,630,13
"7.6.2023 8:46:57",2,201,603,10.3
"7.6.2023 8:46:57",3,206,618,11.8
"7.6.2023 8:46:57",4,201,603,10.3
"7.6.2023 8:47:3",1,213,639,13.9
"7.6.2023 8:47:3",2,201,603,10.3
"7.6.2023 8:47:3",3,206,618,11.8
"7.6.2023 8:47:3",4,204,612,11.2
"7.6.2023 8:47:9",1,209,627,12.7
"7.6.2023 8:47:9",2,201,603,10.3
"7.6.2023 8:47:9",3,206,618,11.8
"7.6.2023 8:47:9",4,202,606,10.6
"7.6.2023 8:47:15",1,211,633,13.3
"7.6.2023 8:47:15",2,199,597,9.7
"7.6.2023 8:47:15",3,206,618,11.8
"7.6.2023 8:47:15",4,203,609,10.9
"7.6.2023 8:47:21",1,210,630,13
"7.6.2023 8:47:21",2,202,606,10.6
"7.6.2023 8:47:21",3,205,615,11.5
"7.6.2023 8:47:21",4,203,609,10.9
"7.6.2023 8:47:27",1,211,633,13.3
"7.6.2023 8:47:27",2,202,606,10.6
"7.6.2023 8:47:27",3,206,618,11.8
"7.6.2023 8:47:27",4,203,609,10.9
"7.6.2023 8:47:33",1,211,633,13.3
"7.6.2023 8:47:33",2,202,606,10.6
"7.6.2023 8:47:33",3,206,618,11.8
"7.6.2023 8:47:33",4,203,609,10.9
"7.6.2023 8:47:39",1,211,633,13.3
"7.6.2023 8:47:39",2,201,603,10.3
"7.6.2023 8:47:39",3,205,615,11.5
"7.6.2023 8:47:39",4,204,612,11.2
"7.6.2023 8:47:45",1,208,624,12.4
"7.6.2023 8:47:45",2,201,603,10.3
"7.6.2023 8:47:45",3,207,621,12.1
"7.6.2023 8:47:45",4,203,609,10.9
"7.6.2023 8:47:51",1,210,630,13
"7.6.2023 8:47:51",2,201,603,10.3
"7.6.2023 8:47:51",3,207,621,12.1
"7.6.2023 8:47:51",4,204,612,11.2
"7.6.2023 8:47:57",1,211,633,13.3
"7.6.2023 8:47:57",2,201,603,10.3
"7.6.2023 8:47:57",3,207,621,12.1
"7.6.2023 8:47:57",4,203,609,10.9
"7.6.2023 8:48:3",1,211,633,13.3
"7.6.2023 8:48:3",2,202,606,10.6
"7.6.2023 8:48:3",3,208,624,12.4
"7.6.2023 8:48:3",4,204,612,11.2
"7.6.2023 8:48:9",1,213,639,13.9
"7.6.2023 8:48:9",2,202,606,10.6
"7.6.2023 8:48:9",3,208,624,12.4
"7.6.2023 8:48:9",4,203,609,10.9
"7.6.2023 8:48:15",1,211,633,13.3
"7.6.2023 8:48:15",2,202,606,10.6
"7.6.2023 8:48:15",3,210,630,13
"7.6.2023 8:48:15",4,203,609,10.9
"7.6.2023 8:48:21",1,212,636,13.6
"7.6.2023 8:48:21",2,200,600,10
"7.6.2023 8:48:21",3,211,633,13.3
"7.6.2023 8:48:21",4,202,606,10.6
"7.6.2023 8:48:27",1,210,630,13
"7.6.2023 8:48:27",2,202,606,10.6
"7.6.2023 8:48:27",3,212,636,13.6
"7.6.2023 8:48:27",4,203,609,10.9
"7.6.2023 8:48:33",1,211,633,13.3
"7.6.2023 8:48:33",2,202,606,10.6
"7.6.2023 8:48:33",3,212,636,13.6
"7.6.2023 8:48:33",4,203,609,10.9
"7.6.2023 8:48:39",1,212,636,13.6
"7.6.2023 8:48:39",2,202,606,10.6
"7.6.2023 8:48:39",3,213,639,13.9
"7.6.2023 8:48:39",4,204,612,11.2
"7.6.2023 8:48:45",1,211,633,13.3
"7.6.2023 8:48:45",2,201,603,10.3
"7.6.2023 8:48:45",3,213,639,13.9
"7.6.2023 8:48:45",4,202,606,10.6
"7.6.2023 8:48:51",1,212,636,13.6
"7.6.2023 8:48:51",2,201,603,10.3
"7.6.2023 8:48:51",3,213,639,13.9
"7.6.2023 8:48:51",4,204,612,11.2
"7.6.2023 8:48:57",1,212,636,13.6
"7.6.2023 8:48:57",2,202,606,10.6
"7.6.2023 8:48:57",3,211,633,13.3
"7.6.2023 8:48:57",4,203,609,10.9
"7.6.2023 8:49:3",1,213,639,13.9
"7.6.2023 8:49:3",2,201,603,10.3
"7.6.2023 8:49:3",3,212,636,13.6
"7.6.2023 8:49:3",4,203,609,10.9
"7.6.2023 8:49:9",1,211,633,13.3
"7.6.2023 8:49:9",2,201,603,10.3
"7.6.2023 8:49:9",3,214,642,14.2
"7.6.2023 8:49:9",4,203,609,10.9
"7.6.2023 8:49:15",1,211,633,13.3
"7.6.2023 8:49:15",2,201,603,10.3
"7.6.2023 8:49:15",3,214,642,14.2
"7.6.2023 8:49:15",4,203,609,10.9
"7.6.2023 8:49:21",1,211,633,13.3
"7.6.2023 8:49:21",2,201,603,10.3
"7.6.2023 8:49:21",3,214,642,14.2
"7.6.2023 8:49:21",4,203,609,10.9
"7.6.2023 8:49:27",1,212,636,13.6
"7.6.2023 8:49:27",2,201,603,10.3
"7.6.2023 8:49:27",3,213,639,13.9
"7.6.2023 8:49:27",4,204,612,11.2
"7.6.2023 8:49:33",1,211,633,13.3
"7.6.2023 8:49:33",2,202,606,10.6
"7.6.2023 8:49:33",3,214,642,14.2
"7.6.2023 8:49:33",4,203,609,10.9
"7.6.2023 8:49:39",1,212,636,13.6
"7.6.2023 8:49:39",2,201,603,10.3
"7.6.2023 8:49:39",3,214,642,14.2
"7.6.2023 8:49:39",4,205,615,11.5
"7.6.2023 8:49:45",1,212,636,13.6
"7.6.2023 8:49:45",2,202,606,10.6
"7.6.2023 8:49:45",3,215,645,14.5
"7.6.2023 8:49:45",4,203,609,10.9
"7.6.2023 8:49:51",1,212,636,13.6
"7.6.2023 8:49:51",2,202,606,10.6
"7.6.2023 8:49:51",3,213,639,13.9
"7.6.2023 8:49:51",4,203,609,10.9
"7.6.2023 8:49:57",1,211,633,13.3
"7.6.2023 8:49:57",2,201,603,10.3
"7.6.2023 8:49:57",3,213,639,13.9
"7.6.2023 8:49:57",4,204,612,11.2
"7.6.2023 8:50:3",1,212,636,13.6
"7.6.2023 8:50:3",2,201,603,10.3
"7.6.2023 8:50:3",3,214,642,14.2
"7.6.2023 8:50:3",4,203,609,10.9
"7.6.2023 8:50:9",1,212,636,13.6
"7.6.2023 8:50:9",2,202,606,10.6
"7.6.2023 8:50:9",3,213,639,13.9
"7.6.2023 8:50:9",4,204,612,11.2
"7.6.2023 8:50:15",1,213,639,13.9
"7.6.2023 8:50:15",2,201,603,10.3
"7.6.2023 8:50:15",3,215,645,14.5
"7.6.2023 8:50:15",4,204,612,11.2
"7.6.2023 8:50:21",1,213,639,13.9
"7.6.2023 8:50:21",2,202,606,10.6
"7.6.2023 8:50:21",3,214,642,14.2
"7.6.2023 8:50:21",4,204,612,11.2
"7.6.2023 8:50:27",1,212,636,13.6
"7.6.2023 8:50:27",2,202,606,10.6
"7.6.2023 8:50:27",3,215,645,14.5
"7.6.2023 8:50:27",4,203,609,10.9
"7.6.2023 8:50:33",1,214,642,14.2
"7.6.2023 8:50:33",2,202,606,10.6
"7.6.2023 8:50:33",3,217,651,15.1
"7.6.2023 8:50:33",4,204,612,11.2
"7.6.2023 8:50:39",1,212,636,13.6
"7.6.2023 8:50:40",2,202,606,10.6
"7.6.2023 8:50:40",3,214,642,14.2
"7.6.2023 8:50:40",4,203,609,10.9
"7.6.2023 8:50:45",1,213,639,13.9
"7.6.2023 8:50:46",2,202,606,10.6
"7.6.2023 8:50:46",3,215,645,14.5
"7.6.2023 8:50:46",4,203,609,10.9
"7.6.2023 8:50:51",1,213,639,13.9
"7.6.2023 8:50:52",2,201,603,10.3
"7.6.2023 8:50:52",3,214,642,14.2
"7.6.2023 8:50:52",4,204,612,11.2
"7.6.2023 8:50:57",1,214,642,14.2
"7.6.2023 8:50:58",2,201,603,10.3
"7.6.2023 8:50:58",3,214,642,14.2
"7.6.2023 8:50:58",4,204,612,11.2
"7.6.2023 8:51:3",1,212,636,13.6
"7.6.2023 8:51:4",2,201,603,10.3
"7.6.2023 8:51:4",3,213,639,13.9
"7.6.2023 8:51:4",4,204,612,11.2
"7.6.2023 8:51:9",1,213,639,13.9
"7.6.2023 8:51:10",2,202,606,10.6
"7.6.2023 8:51:10",3,215,645,14.5
"7.6.2023 8:51:10",4,203,609,10.9
"7.6.2023 8:51:15",1,210,630,13
"7.6.2023 8:51:16",2,201,603,10.3
"7.6.2023 8:51:16",3,215,645,14.5
"7.6.2023 8:51:16",4,204,612,11.2
"7.6.2023 8:51:21",1,214,642,14.2
"7.6.2023 8:51:22",2,201,603,10.3
"7.6.2023 8:51:22",3,215,645,14.5
"7.6.2023 8:51:22",4,203,609,10.9
"7.6.2023 8:51:27",1,214,642,14.2
"7.6.2023 8:51:28",2,201,603,10.3
"7.6.2023 8:51:28",3,216,648,14.8
"7.6.2023 8:51:28",4,204,612,11.2
"7.6.2023 8:51:33",1,214,642,14.2
"7.6.2023 8:51:34",2,201,603,10.3
"7.6.2023 8:51:34",3,215,645,14.5
"7.6.2023 8:51:34",4,203,609,10.9
"7.6.2023 8:51:39",1,213,639,13.9
"7.6.2023 8:51:40",2,202,606,10.6
"7.6.2023 8:51:40",3,216,648,14.8
"7.6.2023 8:51:40",4,203,609,10.9
"7.6.2023 8:51:45",1,214,642,14.2
"7.6.2023 8:51:46",2,201,603,10.3
"7.6.2023 8:51:46",3,214,642,14.2
"7.6.2023 8:51:46",4,203,609,10.9
"7.6.2023 8:51:51",1,215,645,14.5
"7.6.2023 8:51:52",2,202,606,10.6
"7.6.2023 8:51:52",3,215,645,14.5
"7.6.2023 8:51:52",4,204,612,11.2
"7.6.2023 8:51:57",1,215,645,14.5
"7.6.2023 8:51:58",2,201,603,10.3
"7.6.2023 8:51:58",3,216,648,14.8
"7.6.2023 8:51:58",4,203,609,10.9
"7.6.2023 8:52:3",1,214,642,14.2
"7.6.2023 8:52:4",2,202,606,10.6
"7.6.2023 8:52:4",3,217,651,15.1
"7.6.2023 8:52:4",4,203,609,10.9
"7.6.2023 8:52:9",1,215,645,14.5
"7.6.2023 8:52:10",2,202,606,10.6
"7.6.2023 8:52:10",3,216,648,14.8
"7.6.2023 8:52:10",4,202,606,10.6
"7.6.2023 8:52:15",1,214,642,14.2
"7.6.2023 8:52:16",2,202,606,10.6
"7.6.2023 8:52:16",3,216,648,14.8
"7.6.2023 8:52:16",4,203,609,10.9
"7.6.2023 8:52:21",1,211,633,13.3
"7.6.2023 8:52:22",2,201,603,10.3
"7.6.2023 8:52:22",3,215,645,14.5
"7.6.2023 8:52:22",4,202,606,10.6
"7.6.2023 8:52:27",1,213,639,13.9
"7.6.2023 8:52:28",2,201,603,10.3
"7.6.2023 8:52:28",3,216,648,14.8
"7.6.2023 8:52:28",4,204,612,11.2
"7.6.2023 8:52:33",1,214,642,14.2
"7.6.2023 8:52:34",2,202,606,10.6
"7.6.2023 8:52:34",3,217,651,15.1
"7.6.2023 8:52:34",4,204,612,11.2
"7.6.2023 8:52:39",1,217,651,15.1
"7.6.2023 8:52:40",2,202,606,10.6
"7.6.2023 8:52:40",3,218,654,15.4
"7.6.2023 8:52:40",4,203,609,10.9
"7.6.2023 8:52:45",1,216,648,14.8
"7.6.2023 8:52:46",2,201,603,10.3
"7.6.2023 8:52:46",3,217,651,15.1
"7.6.2023 8:52:46",4,204,612,11.2
"7.6.2023 8:52:51",1,214,642,14.2
"7.6.2023 8:52:52",2,201,603,10.3
"7.6.2023 8:52:52",3,217,651,15.1
"7.6.2023 8:52:52",4,204,612,11.2
"7.6.2023 8:52:57",1,214,642,14.2
"7.6.2023 8:52:58",2,201,603,10.3
"7.6.2023 8:52:58",3,217,651,15.1
"7.6.2023 8:52:58",4,203,609,10.9
"7.6.2023 8:53:3",1,214,642,14.2
"7.6.2023 8:53:4",2,202,606,10.6
"7.6.2023 8:53:4",3,217,651,15.1
"7.6.2023 8:53:4",4,203,609,10.9
"7.6.2023 8:53:9",1,214,642,14.2
"7.6.2023 8:53:10",2,200,600,10
"7.6.2023 8:53:10",3,218,654,15.4
"7.6.2023 8:53:10",4,203,609,10.9
"7.6.2023 8:53:15",1,214,642,14.2
"7.6.2023 8:53:16",2,202,606,10.6
"7.6.2023 8:53:16",3,218,654,15.4
"7.6.2023 8:53:16",4,203,609,10.9
"7.6.2023 8:53:21",1,219,657,15.7
"7.6.2023 8:53:22",2,202,606,10.6
"7.6.2023 8:53:22",3,217,651,15.1
"7.6.2023 8:53:22",4,203,609,10.9
"7.6.2023 8:53:27",1,215,645,14.5
"7.6.2023 8:53:28",2,202,606,10.6
"7.6.2023 8:53:28",3,217,651,15.1
"7.6.2023 8:53:28",4,204,612,11.2
"7.6.2023 8:53:33",1,216,648,14.8
"7.6.2023 8:53:34",2,202,606,10.6
"7.6.2023 8:53:34",3,218,654,15.4
"7.6.2023 8:53:34",4,204,612,11.2
"7.6.2023 8:53:39",1,216,648,14.8
"7.6.2023 8:53:40",2,201,603,10.3
"7.6.2023 8:53:40",3,218,654,15.4
"7.6.2023 8:53:40",4,203,609,10.9
"7.6.2023 8:53:45",1,219,657,15.7
"7.6.2023 8:53:46",2,200,600,10
"7.6.2023 8:53:46",3,218,654,15.4
"7.6.2023 8:53:46",4,204,612,11.2
"7.6.2023 8:53:51",1,216,648,14.8
"7.6.2023 8:53:52",2,200,600,10
"7.6.2023 8:53:52",3,218,654,15.4
"7.6.2023 8:53:52",4,204,612,11.2
"7.6.2023 8:53:57",1,215,645,14.5
"7.6.2023 8:53:58",2,202,606,10.6
"7.6.2023 8:53:58",3,218,654,15.4
"7.6.2023 8:53:58",4,203,609,10.9
"7.6.2023 8:54:3",1,216,648,14.8
"7.6.2023 8:54:4",2,202,606,10.6
"7.6.2023 8:54:4",3,218,654,15.4
"7.6.2023 8:54:4",4,202,606,10.6
"7.6.2023 8:54:9",1,217,651,15.1
"7.6.2023 8:54:10",2,201,603,10.3
"7.6.2023 8:54:10",3,219,657,15.7
"7.6.2023 8:54:10",4,203,609,10.9
"7.6.2023 8:54:15",1,216,648,14.8
"7.6.2023 8:54:16",2,199,597,9.7
"7.6.2023 8:54:16",3,218,654,15.4
"7.6.2023 8:54:16",4,201,603,10.3
"7.6.2023 8:54:21",1,216,648,14.8
"7.6.2023 8:54:22",2,202,606,10.6
"7.6.2023 8:54:22",3,218,654,15.4
"7.6.2023 8:54:22",4,204,612,11.2
"7.6.2023 8:54:27",1,215,645,14.5
"7.6.2023 8:54:28",2,201,603,10.3
"7.6.2023 8:54:28",3,218,654,15.4
"7.6.2023 8:54:28",4,203,609,10.9
"7.6.2023 8:54:33",1,216,648,14.8
"7.6.2023 8:54:34",2,201,603,10.3
"7.6.2023 8:54:34",3,217,651,15.1
"7.6.2023 8:54:34",4,203,609,10.9
"7.6.2023 8:54:39",1,216,648,14.8
"7.6.2023 8:54:40",2,202,606,10.6
"7.6.2023 8:54:40",3,218,654,15.4
"7.6.2023 8:54:40",4,204,612,11.2
"7.6.2023 8:54:45",1,217,651,15.1
"7.6.2023 8:54:46",2,202,606,10.6
"7.6.2023 8:54:46",3,219,657,15.7
"7.6.2023 8:54:46",4,203,609,10.9
"7.6.2023 8:54:51",1,216,648,14.8
"7.6.2023 8:54:52",2,202,606,10.6
"7.6.2023 8:54:52",3,218,654,15.4
"7.6.2023 8:54:52",4,204,612,11.2
"7.6.2023 8:54:57",1,217,651,15.1
"7.6.2023 8:54:58",2,202,606,10.6
